,TRIAL_ID,LATITUDE,LONGITUDE,LOCATION,Rank,NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Study Documents,URL,AGE_LOWER,AGE_UPPER
195,51,48.9467562,11.4038717,"Department of Neurology, Medical School Hannover, Hannover, Niedersachsen, Germany",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
196,51,48.9467562,11.4038717,"Neurologische Universitätsklinik Bergmannsheil, Bochum, Nordrhein-Westfalen, Germany",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
197,51,50.6118537,9.1909725,"Department of Neurology, Universty of Muenster, Muenster, Nordrhein-Westfalen, Germany",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
198,51,53.7735234,12.5755746,"Department of Neurology, Universty of Bonn, Bonn, Nordrhrein-Westfalen, Germany",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
199,51,52.8398531,9.075962,"Department of Neurology, University of Halle-Wittenberg, Halle/Saale, Sachsen-Anhalt, Germany",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
200,51,52.8398531,9.075962,"Department of Neurology, TU Dresden, Dresden, Sachsen, Germany",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
201,51,51.4785568,7.5533645,"Department of Neurology, University of Jena, Jena, Thueringen, Germany",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
202,51,51.4785568,7.5533645,"Department of Neurology, Humboldt University, Berlin, Germany",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
203,51,51.0834196,10.4234469,"Sahlgrenska University Hospital, Gothenburg, Sweden",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
204,51,51.908526,11.4939134,"Barrow Neurological Institute, Phoenix, Arizona, United States",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
205,51,50.9295798,13.4585052,"Research Site, Loma Linda, California, United States",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
206,51,50.7333163,11.0747905,"University of California San Diego Medical Center, San Diego, California, United States",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
207,51,52.5170365,13.3888599,"Research Site, Jacksonville, Florida, United States",52.0,NCT01879241,Study of Rasagiline in Patients With Amyotrophic Lateral Sclerosis,,Completed,No Results Available,Amyotrophic Lateral Sclerosis,Drug: Rasagiline|Drug: Placebo,"Survival in ALS-Patients with Rasagiline compared to placebo|Change of total score of ALS Functional Rating Scale - Revised (ALSFRS-R)|Change of individual Quality of Life (SEIQoL, Schedule for the Evaluation of Individual Quality of Life|Change of slow vital capacity",University of Ulm,All,Phase 2,252.0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RAS-ALS|2011-004482-32,June 2013,April 2016,August 2016,"June 17, 2013",,"October 25, 2016",,https://ClinicalTrials.gov/show/NCT01879241,18.0,100.0
208,52,57.7072326,11.9670171,"University of South Florida, Tampa, Florida, United States",53.0,NCT03613571,"A Study to Evaluate the Safety, Tolerability and Efficacy of ILB in Patients With Amyotrophic Lateral Sclerosis",,Enrolling by invitation,No Results Available,Amyotrophic Lateral Sclerosis,Drug: ILB,"Frequency, seriousness and intensity of Treatment-emergent Adverse Events (TEAEs)|Change in physical status|Change in vital signs - blood pressure|Change in electrocardiogram (ECG) recordings|Change in vital signs - heart rate|Change in vital signs - body temperatue|Change in safety laboratory measurements - sodium, potassium, chloride, calcium, glucose (non-fasting)|Change in safety laboratory measurements - albumin|Change in safety laboratory measurements - AST, ALT, CK, alkaline phosphatase|Change in safety laboratory measurements - creatinine and total bilirubin|Change in safety laboratory measurements - myoglobin|Change in safety laboratory measurements - CRP|Change in hematology laboratory measurements - Hemoglobin and fibrinogen|Change in hematology laboratory measurements - Red blood cell count|Change in hematology laboratory measurements - WBC, platelets, basophils, eosinophils, lymphocytes, monocytes, neutrophils|Change in hematology laboratory measurements - APTT|Change in hematology laboratory measurements - PK-INR|Change in functional rating with Amyotrophic Lateral Sclerosis Functional Rating Scale - Revised (ALSFRS-R)|Change in functional rating with Norris rating scale|Change in pulmonary function (FVC) from baseline|Change in Quality of Life (QoL) assessed by visual analogue scale (VAS)|Change in functional rating of autonomous and sensory symptoms|Change in maximum plasma concentration (Cmax) of ILB|Change in exposure (Area Under the Curve, AUC) of ILB|Changes in APTT (effect APTT) from day of dosing (day 1)|Change in plasma concentration of hepatocyte growth factor (HGF)",TikoMed AB,All,Phase 2,15.0,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,"1.3, 2018-08-23","August 15, 2018","June 1, 2019","June 1, 2019","August 3, 2018",,"September 20, 2018",,https://ClinicalTrials.gov/show/NCT03613571,18.0,80.0
209,53,34.395342,-111.7632755,"Research Site, Baltimore, Maryland, United States",54.0,NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB100|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Area Under the Concentration-Time Curve From Time 0 to Time of the Last Measurable Concentration (AUClast) of BIIB100|Area Under the Concentration-Time Curve From Time 0 to Infinity (AUCinf) of BIIB100|Maximum Observed Concentration (Cmax) of BIIB100|Time to Reach Cmax (Tmax) of BIIB100|Terminal Elimination Half-life (t1/2) of BIIB100|Apparent Clearance (CL/F) of BIIB100|Apparent Volume of Distribution During the Terminal Elimination (Vz/F) of BIIB100,Biogen,All,Phase 1,40.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",261AS101,"May 30, 2019","December 31, 2020","December 31, 2020","May 10, 2019",,"July 25, 2019",,https://ClinicalTrials.gov/show/NCT03945279,18.0,100.0
210,53,36.7014631,-118.7559974,"Research Site, Boston, Massachusetts, United States",54.0,NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB100|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Area Under the Concentration-Time Curve From Time 0 to Time of the Last Measurable Concentration (AUClast) of BIIB100|Area Under the Concentration-Time Curve From Time 0 to Infinity (AUCinf) of BIIB100|Maximum Observed Concentration (Cmax) of BIIB100|Time to Reach Cmax (Tmax) of BIIB100|Terminal Elimination Half-life (t1/2) of BIIB100|Apparent Clearance (CL/F) of BIIB100|Apparent Volume of Distribution During the Terminal Elimination (Vz/F) of BIIB100,Biogen,All,Phase 1,40.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",261AS101,"May 30, 2019","December 31, 2020","December 31, 2020","May 10, 2019",,"July 25, 2019",,https://ClinicalTrials.gov/show/NCT03945279,18.0,100.0
211,53,36.7014631,-118.7559974,"Research Site, Saint Louis, Missouri, United States",54.0,NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB100|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Area Under the Concentration-Time Curve From Time 0 to Time of the Last Measurable Concentration (AUClast) of BIIB100|Area Under the Concentration-Time Curve From Time 0 to Infinity (AUCinf) of BIIB100|Maximum Observed Concentration (Cmax) of BIIB100|Time to Reach Cmax (Tmax) of BIIB100|Terminal Elimination Half-life (t1/2) of BIIB100|Apparent Clearance (CL/F) of BIIB100|Apparent Volume of Distribution During the Terminal Elimination (Vz/F) of BIIB100,Biogen,All,Phase 1,40.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",261AS101,"May 30, 2019","December 31, 2020","December 31, 2020","May 10, 2019",,"July 25, 2019",,https://ClinicalTrials.gov/show/NCT03945279,18.0,100.0
212,53,27.7567667,-81.4639835,"Alliance for Multispecialty Research NOCCR/VRG, Knoxville, Tennessee, United States",54.0,NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB100|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Area Under the Concentration-Time Curve From Time 0 to Time of the Last Measurable Concentration (AUClast) of BIIB100|Area Under the Concentration-Time Curve From Time 0 to Infinity (AUCinf) of BIIB100|Maximum Observed Concentration (Cmax) of BIIB100|Time to Reach Cmax (Tmax) of BIIB100|Terminal Elimination Half-life (t1/2) of BIIB100|Apparent Clearance (CL/F) of BIIB100|Apparent Volume of Distribution During the Terminal Elimination (Vz/F) of BIIB100,Biogen,All,Phase 1,40.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",261AS101,"May 30, 2019","December 31, 2020","December 31, 2020","May 10, 2019",,"July 25, 2019",,https://ClinicalTrials.gov/show/NCT03945279,18.0,100.0
213,53,27.7567667,-81.4639835,"Research Site, La Jolla, California, United States",54.0,NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB100|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Area Under the Concentration-Time Curve From Time 0 to Time of the Last Measurable Concentration (AUClast) of BIIB100|Area Under the Concentration-Time Curve From Time 0 to Infinity (AUCinf) of BIIB100|Maximum Observed Concentration (Cmax) of BIIB100|Time to Reach Cmax (Tmax) of BIIB100|Terminal Elimination Half-life (t1/2) of BIIB100|Apparent Clearance (CL/F) of BIIB100|Apparent Volume of Distribution During the Terminal Elimination (Vz/F) of BIIB100,Biogen,All,Phase 1,40.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",261AS101,"May 30, 2019","December 31, 2020","December 31, 2020","May 10, 2019",,"July 25, 2019",,https://ClinicalTrials.gov/show/NCT03945279,18.0,100.0
214,53,39.5162234,-76.9382069,"Research Site, Palo Alto, California, United States",54.0,NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB100|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Area Under the Concentration-Time Curve From Time 0 to Time of the Last Measurable Concentration (AUClast) of BIIB100|Area Under the Concentration-Time Curve From Time 0 to Infinity (AUCinf) of BIIB100|Maximum Observed Concentration (Cmax) of BIIB100|Time to Reach Cmax (Tmax) of BIIB100|Terminal Elimination Half-life (t1/2) of BIIB100|Apparent Clearance (CL/F) of BIIB100|Apparent Volume of Distribution During the Terminal Elimination (Vz/F) of BIIB100,Biogen,All,Phase 1,40.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",261AS101,"May 30, 2019","December 31, 2020","December 31, 2020","May 10, 2019",,"July 25, 2019",,https://ClinicalTrials.gov/show/NCT03945279,18.0,100.0
215,53,42.3788774,-72.032366,"Research Site, Jacksonville, Florida, United States",54.0,NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB100|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Area Under the Concentration-Time Curve From Time 0 to Time of the Last Measurable Concentration (AUClast) of BIIB100|Area Under the Concentration-Time Curve From Time 0 to Infinity (AUCinf) of BIIB100|Maximum Observed Concentration (Cmax) of BIIB100|Time to Reach Cmax (Tmax) of BIIB100|Terminal Elimination Half-life (t1/2) of BIIB100|Apparent Clearance (CL/F) of BIIB100|Apparent Volume of Distribution During the Terminal Elimination (Vz/F) of BIIB100,Biogen,All,Phase 1,40.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",261AS101,"May 30, 2019","December 31, 2020","December 31, 2020","May 10, 2019",,"July 25, 2019",,https://ClinicalTrials.gov/show/NCT03945279,18.0,100.0
216,53,38.7604815,-92.5617875,"Research Site, Miami, Florida, United States",54.0,NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB100|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Area Under the Concentration-Time Curve From Time 0 to Time of the Last Measurable Concentration (AUClast) of BIIB100|Area Under the Concentration-Time Curve From Time 0 to Infinity (AUCinf) of BIIB100|Maximum Observed Concentration (Cmax) of BIIB100|Time to Reach Cmax (Tmax) of BIIB100|Terminal Elimination Half-life (t1/2) of BIIB100|Apparent Clearance (CL/F) of BIIB100|Apparent Volume of Distribution During the Terminal Elimination (Vz/F) of BIIB100,Biogen,All,Phase 1,40.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",261AS101,"May 30, 2019","December 31, 2020","December 31, 2020","May 10, 2019",,"July 25, 2019",,https://ClinicalTrials.gov/show/NCT03945279,18.0,100.0
217,53,35.7730076,-86.2820081,"Research Site, Atlanta, Georgia, United States",54.0,NCT03945279,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of BIIB100 Administered Orally to Adults With Amyotrophic Lateral Sclerosis",,Recruiting,No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB100|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Area Under the Concentration-Time Curve From Time 0 to Time of the Last Measurable Concentration (AUClast) of BIIB100|Area Under the Concentration-Time Curve From Time 0 to Infinity (AUCinf) of BIIB100|Maximum Observed Concentration (Cmax) of BIIB100|Time to Reach Cmax (Tmax) of BIIB100|Terminal Elimination Half-life (t1/2) of BIIB100|Apparent Clearance (CL/F) of BIIB100|Apparent Volume of Distribution During the Terminal Elimination (Vz/F) of BIIB100,Biogen,All,Phase 1,40.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",261AS101,"May 30, 2019","December 31, 2020","December 31, 2020","May 10, 2019",,"July 25, 2019",,https://ClinicalTrials.gov/show/NCT03945279,18.0,100.0
218,54,36.7014631,-118.7559974,"Research Site, Baltimore, Maryland, United States",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
219,54,36.7014631,-118.7559974,"Research Site, Boston, Massachusetts, United States",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
220,54,27.7567667,-81.4639835,"Research Site, Saint Louis, Missouri, United States",55.0,NCT03626012,"A Study to Assess the Safety, Tolerability, and Pharmacokinetics of BIIB078 in Adults With C9ORF72-Associated Amyotrophic Lateral Sclerosis",,"Active, not recruiting",No Results Available,Amyotrophic Lateral Sclerosis,Drug: BIIB078|Drug: Placebo,Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs)|Serum BIIB078 Concentration|Area Under the Concentration-Time Curve (AUC) from Time 0 to Infinity (AUCinf)|AUC from Time 0 to Time of the Last Measurable Concentration (AUClast)|Maximum Observed Concentration (Cmax)|Time to Reach Cmax (Tmax)|Terminal Elimination Half-Life (t 1/2),Biogen,All,Phase 1,80.0,Industry,Interventional,"Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",245AS101|2017-000294-36,"September 10, 2018","September 27, 2021","September 27, 2021","August 10, 2018",,"June 4, 2019",,https://ClinicalTrials.gov/show/NCT03626012,18.0,100.0
